NUME_SOCIETATE,ADRESA_SITP,ADRESA_SEDIU,SITPID,NUMAR_AUTORIZATIE,COD_STATIE,PERSOANA_CONTACT,VALABILITATE_AUTORIZATIE,CLASA,INTERDICTII,OBSERVATII
SC GENERAL INVEST SERVICE SRL,"CERNAVODA,Str. Seimeni 79A,jud.CONSTANTA","CERNAVODA,Str. Medgidiei, Bloc H2, Ap. 36 28,jud.CONSTANTA",4557,4819,CT178,720941375,31-JUL-24-07-MAY-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC GENERAL INVEST SERVICE SRL,"CERNAVODA,Str. Seimeni 79A,jud.CONSTANTA","CERNAVODA,Str. Medgidiei, Bloc H2, Ap. 36 28,jud.CONSTANTA",4557,4819,CT178,720941375,08-MAY-24-07-MAY-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GPL sau GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC SPEEDSOFT ITP DIAG SRL,"SAT BARCANESTI, COM. BARCANESTI,- 524,jud.PRAHOVA","SAT TATARANI, COM. BARCANESTI,STR. LALELELOR 156,jud.PRAHOVA",4567,4828,PH187,,23-MAY-24-22-APR-26,1;2,Autovehicule echipate cu instalate GNC;Tractoare,"Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs;Nu se efectueaza verificari ale eficacitati sistemului de franare la mopede cu 3 rot, motociclete cu atas, mototricicluri si cvadricicluri prin probe functonale in parcurs"
SC MOBILE DIAGNOSIS CAR SRL,"CLUJ-NAPOCA,Calea Dorobantlor 18-20,jud.CLUJ","CLUJ-NAPOCA,Aleea Rasinari 2, Ap. 34,jud.CLUJ",4569,4831,CJ213,734331102,24-MAY-24-23-MAY-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC DENIS SERV SRL,"BUCURESTI,Str. Monolitului 12,jud.BUCURESTI","BUCURESTI,Str. Crivaţului 27,jud.BUCURESTI",4677,4937,B0864,765263199,19-SEP-24-18-SEP-26,1;2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,"Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs;Nu se efectueaza verificari ale eficacitati sistemului de franare la mopede cu 3 rot, motociclete cu atas, mototricicluri si cvadricicluri prin probe functonale in parcurs"
EVODRIVE S.R.L.,"BUCURESTI,MOSOAIA 48-50,jud.BUCURESTI","BUCURESTI,STRADUINTEI, COMPLEX II COOPERATIE,PARTER, LOT 2.1, SPATIU COMERCIAL 1,jud.BUCURESTI",4714,4978,B0870,722522525,12-NOV-24-01-SEP-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ITP RAPID GIURGIULUI SRL,"BUCURESTI,Sos. Giurgiului 258B,jud.BUCURESTI","BUCURESTI,Sos. Giurgiului 258B,jud.BUCURESTI",4910,5166,B0901,766736966,11-JUL-25-10-JUL-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC REL ITP SRL,"NEGRESTI-OAS,STR. VICTORIEI 22,jud.SATU MARE","NEGRESTI-OAS,STR. VICTORIEI 22,jud.SATU MARE",4339,4601,SM048,,26-JUL-25-25-JUL-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GPL sau GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC MURATURI DE DAMBOVITA SRL,"LUNGULETU,Str. Principala 33,jud.DAMBOVITA","LUNGULETU,Str. Principala 33,jud.DAMBOVITA",4353,4616,DB071,766523138,11-AUG-25-10-AUG-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ITP FIX AUTO SRL,"BACAU,Str. Vadul Bistriţei 36,jud.BACAU","BACAU,Str. Vadul Bistriţei 36,jud.BACAU",4364,4626,BC109,751679839,24-AUG-25-23-AUG-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC HASIMAG SERV SRL,"ONESTI,Calea Bacaului 205A,jud.BACAU","ONESTI,Calea Bacaului 205A,jud.BACAU",4366,4627,BC110,744100537,25-AUG-25-24-AUG-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ACVE MOTORS TEST SRL,"PLOIESTI,Str. Depoului 7,jud.PRAHOVA","COM. MANECIU,SAT GHEABA 91,jud.PRAHOVA",4374,4636,PH178,761683750,31-AUG-25-30-AUG-27,2,Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC AMD PIESEAUTO SRL,"URZICENI,SOS. BUCURESTI-BUZAU, CORP C1 SI CORP C2 KM. 57.9,jud.IALOMITA","URZICENI,SOS. BUCURESTI-BUZAU, CORP C8 KM.57.9,jud.IALOMITA",4443,4707,IL059,,15-DEC-23-14-DEC-25,2;3,Autobuze articulate;Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ALEX SERVICE TRUCK SRL,"GLINA,Str. Biruinţei 11,jud.ILFOV","GLINA,Str. Biruinţei 11,jud.ILFOV",4478,4739,B0831,744631611,08-FEB-24-07-FEB-26,1;2;3,Autobuze articulate;Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Mopede cu 2 rot; motociclete fara atas,
SC AUTOMAB SRL,"SAT COTU VAMES, COM. HORIA,STR. PLOPULUI 206,jud.NEAMT","SAT COTU VAMES, COM. HORIA,STR. PLOPULUI 206,jud.NEAMT",4496,4758,NT099,,28-FEB-24-27-FEB-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
OIL DP SRL,"sat BALENI,Soseaua BUCURESTI-TARGOVISTE, Comuna Baleni 99,jud.DAMBOVITA","sat Baleni,Soseaua BUCURESTI-TARGOVISTE, comuna Baleni 99,jud.DAMBOVITA",4519,4781,DB074,722401430,21-MAR-24-20-MAR-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
KDB AUTO TEST SRL,"NEHOIU,Strada Calea Ardealului, Sat Chirlesti 37A,jud.BUZAU","Sat Chirlesti,Strada Calea Ardealului, Oras Nehoiu 42,jud.BUZAU",4618,4880,BZ090,742659406,11-JUL-24-10-JUL-26,2;3,Autovehicule echipate cu instalate GNC,
ALMESA ITP SRL,"RAMNICU VALCEA,Strada Calea BUCURESTI 284,jud.VALCEA","Ramnicu Valcea,Str. GENERAL MAGHERU, Bloc D, Scara A, Et. 3, Ap. 9 7,jud.VALCEA",4665,4925,VL094,765443800,05-SEP-24-04-SEP-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
IOKAT 2024 S.R.L.,"MUN. GALATI,STR. STEFAN CEL MARE, C21(HALA) NR. 7,jud.GALATI","MUN. GALATI,ALEEA PLATANILOR NR. 48,jud.GALATI",4679,4941,GL108,745860354,01-OCT-24-01-APR-26,2;3,Autovehicule echipate cu instalate GNC,Nu se efectueaza verificari ale eficacitati sistemului de franare al autovehiculelor prin probe functonale in parcurs;Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC WHITE HOUSE CENTER SRL,"BARLAD,Str. Vasile Lupu 60 BIS,jud.VASLUI","BARLAD,Str. Vasile Lupu 60 BIS,jud.VASLUI",4707,4967,VS082,766276913,01-NOV-24-31-OCT-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC FIVE ITP SRL,"COM. CRUSET,SAT MIEREA 176,jud.GORJ","PIELESTI,Str. Magnolia, Bloc 10, Ap. 7 100A,jud.GORJ",4797,5054,GJ071,784165734,25-FEB-25-24-FEB-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
AUTOMOTRIX SRL,"DUMBRAVITA,Sat Dumbraviţa, DJ 691, KM 8, Birou 1, Et. Parter -,jud.TIMIS","Com. Dumbraviţa,Sat Dumbraviţa,  DJ 691, KM 8, Birou 1, Et. Parter -,jud.TIMIS",4865,5123,TM181,742070643,16-MAY-25-15-MAY-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC MANESMAN ITP GROUP SRL,"BUCURESTI,Str. Pogoanelor 150,jud.BUCURESTI","BUCURESTI,Str. Pogoanelor 150,jud.BUCURESTI",4904,5159,B0899,766736966,04-JUL-25-03-JUL-27,1;2;3,Autovehicule echipate cu instalate GNC,
SC CHECK MATE SERVICE SRL,"ORADEA,Calea Borsului 10A,jud.BIHOR","CAREI,Calea Armatei Romane 6, Ap. 49,jud.BIHOR",4908,5163,BH151,745527876,07-JUL-25-09-APR-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC SMART METAL DESIGN SRL,"BUCURESTI,Str. Valea Lunga 30, C19,jud.BUCURESTI","BUCURESTI,B-dul. Geniului, 28, Cam. 1,jud.BUCURESTI",4951,5206,B0908,773977670,29-AUG-25-28-AUG-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC DB SERVICE HOLDING SRL,"GHEORGHE DOJA,Str. Brutariei 87A,jud.IALOMITA","GHEORGHE DOJA,Str. Brutariei 87A,jud.IALOMITA",4328,4593,IL057,726738531,07-JUL-25-06-JUL-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC NEW ZET GARAGE SRL,"GIURGIU,B-dul. I.C. Bratianu 194,jud.GIURGIU","GIURGIU,Str. Dreptati 7, cam. 2,jud.GIURGIU",4503,4765,GR050,726427862,07-MAR-24-01-MAR-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
BAM ITP S.R.L.,"BRASOV,SOSEAUA CRISTIANULUI, IN INCINTA PLATFORMEI BRAITEX DEPOT 11,jud.BRASOV","RASNOV,CVARTALUL FLORILOR, BLOC 2, SCARA A, ETAJ 2, AP. 12 1,jud.BRASOV",4543,4804,BV154,784399388,04-SEP-25-16-APR-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ITP AUTO MOTO BANEASA SRL,"BUCURESTI,B-DUL. ION  IONESCU DE LA BRAD 6,jud.BUCURESTI","BUCURESTI,Str. Ghimpat, Bloc 3, Ap. 2132 17,jud.BUCURESTI",4548,4809,B0841,722643984,23-APR-24-22-APR-26,1;2;3,Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor tractate prin probe functonale in parcurs
SC ELEYOS GARAGE SRL,"BRASOV,Str. Dimitrie Anghel 18E,jud.BRASOV","PITESTI,B-dul. Petrochimistilor, Bloc B29, Ap. 14 7,jud.BRASOV",4564,4826,BV155,760624650,30-JAN-25-19-MAY-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ELEYOS GARAGE SRL,"BRASOV,Str. Dimitrie Anghel 18E,jud.BRASOV","PITESTI,B-dul. Petrochimistilor, Bloc B29, Ap. 14 7,jud.BRASOV",4564,4826,BV155,760624650,12-DEC-24-19-MAY-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ELEYOS GARAGE SRL,"BRASOV,Str. Dimitrie Anghel 18E,jud.BRASOV","PITESTI,B-dul. Petrochimistilor, Bloc B29, Ap. 14 7,jud.BRASOV",4564,4826,BV155,760624650,02-OCT-24-19-MAY-26,2,"Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule din categoriile M1 si N1 inmatriculate pentru prima data incepand cu anul 2021 si care la punctul V.9 din CIV au consemnat indicativele AP, AQ sau AR;Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare",Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC AUTOCLUB SRL,"SAT GHIRODA, COM. CHIRODA,CALEA LUGOJULUI 93,jud.TIMIS","TIMISOARA,STR. 3 AUGUST 1919, AP. 1 SI 1/B 3,jud.TIMIS",4653,4913,TM174,,14-AUG-24-13-AUG-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GPL sau GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC RIVIERA INSTALL SRL,"ARAD,Str. Poetului 54/A,jud.ARAD","URZICENI,Str. Regiei 5, Zona B,jud.ARAD",4743,5010,AR095,723233596,19-DEC-24-18-DEC-26,2,Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC CMC CREATIVE SERVICES SRL,"BUCURESTI,Sos. Viilor 57,jud.BUCURESTI","BUCURESTI,Str. Soldat Stefan Simion 34, C2,jud.BUCURESTI",4763,5023,B0878,723848325,13-JAN-25-31-MAR-26,2,Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC BENKAI SERVICE SRL,"BUCURESTI,Str. Valeriu Braniste 31,jud.BUCURESTI","BUCURESTI,Str. Matei Basarab, Bloc L119, Ap. 43 85,jud.BUCURESTI",4804,5065,B0886,765225915,13-MAR-25-12-MAR-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC GEOMETRIE AUTOSU SRL,"COM. SCHEIA, SAT SCHEIA,Str. Humorului 143,jud.SUCEAVA","SUCEAVA,B-dul. George Enescu, Bloc T48, Ap. 32 29,jud.SUCEAVA",4889,5146,SV168,744111647,16-JUN-25-31-JAN-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GPL sau GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC YTEHNIC VAMA PREST SRL,"SAT STRAMTURA, COM. VAMA,STR. PETRU RARES 13,jud.SUCEAVA","SAT STRAMTURA, COM. VAMA,STR. PETRU RARES 13,jud.SUCEAVA",4311,4574,SV146,741198793,12-JUN-25-11-JUN-27,2,Autovehicule echipate cu instalate GNC,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC COM.AUTO.H. SRL,"DARABANI,STRADA MUNCITORULUI 38A,jud.BOTOSANI","DARABANI,STR. MUNCITORULUI 2,jud.BOTOSANI",4316,4579,BT045,,15-JUN-25-14-JUN-27,1;2;3,Autobuze articulate,
SC AGM SPEED & BEST SERVICE SRL,"BUCURESTI,B-DUL BASARABIA 256,jud.BUCURESTI","BUCURESTI,Str. Trandafirul Rosu 92, Cam. 1,jud.BUCURESTI",4338,4600,B0807,762262901,01-JUL-25-31-MAR-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC AUTO SIMPLU SRL,"MUNICIPIUL GALATI,DRUMUL DE CENTURA, LOTUL 1 222,jud.GALATI","MUNICIPIUL GALATI,DRUMUL DE CENTURA, LOTUL 1 222,jud.GALATI",4404,4666,GL101,748790231,17-OCT-23-16-OCT-25,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
PROMASTERS TIMISESCU SERVICE & ITP SRL,"TARGU NEAMT,BD. STEFAN CEL MARE 263A,jud.NEAMT","TARGU NEAMT,STRADA ANA IPATESCU 44,jud.NEAMT",4433,4695,NT097,755910925,05-DEC-23-04-DEC-25,2;3,"Autobuze articulate;Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule din categ. N2 (cu excepta celor cu MTMA sub 7,5 To la care nu este posibila montarea corespunzatoare a unei oglinzi de cls. V) si N3 fabricate dupa 01.01.2000 la care nu se prezinta Certificatul de Conformitate care atesta indeplinirea prevederilor Dir. 2003-97-CE ref. la campul de vizibilitate sau nu exista marca de omologare pe suportul oglinzilor (conf. RNTR-1, Anexa 3);Autovehicule echipate cu instalate GNC",Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC BEST ITP ANDREI SRL,"CAMPULUNG MOLDOVENESC,Str. Mihail Sadoveanu 9A,jud.SUCEAVA","CAMPULUNG MOLDOVENESC,Str. Ion Creanga, Bloc 3, Scara A, Ap. 7 3,jud.SUCEAVA",4527,4789,SV157,,18-APR-24-31-MAR-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC BEST ITP ANDREI SRL,"CAMPULUNG MOLDOVENESC,Str. Mihail Sadoveanu 9A,jud.SUCEAVA","CAMPULUNG MOLDOVENESC,Str. Ion Creanga, Bloc 3, Scara A, Ap. 7 3,jud.SUCEAVA",4527,4789,SV157,,01-APR-24-31-MAR-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GPL sau GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
